lng,lat
-73.998909,40.722881
-73.974945,40.790615
-73.98172,40.741371
-73.963264,40.765926
-74.004471,40.742298
-73.957756,40.769711
-73.969543,40.750755
-73.976845,40.755913
-73.982254,40.770737
-74.001411,40.727772
-73.95491,40.786308
-73.974876,40.787781
-73.985756,40.759804
-73.967506,40.787853
-73.954613,40.777905
-73.967072,40.769257
-73.993385,40.752716
-73.953445,40.769234
-73.938087,40.796757
-73.992683,40.748409
-74.005188,40.74984
-73.862984,40.769146
-73.872993,40.773991
-73.973991,40.753986
-73.967018,40.803837
-73.966438,40.753399
-73.945236,40.77438
-73.953209,40.788582
-73.946129,40.773182
-73.963646,40.771248
-73.976807,40.759563
-74.010376,40.714706
-73.995934,40.754509
-73.977692,40.753193
-73.962807,40.776814
-73.953323,40.771461
-73.865898,40.770866
-73.948151,40.77446
-73.992317,40.72525
-73.975861,40.748268
-73.994041,40.751286
-73.968025,40.761814
-73.962738,40.769836
-73.953133,40.772442
-73.975273,40.757542
-73.982452,40.745583
-74.007881,40.704868
-73.960762,40.773968
-73.992676,40.714058
-74.005615,40.726887
-73.975616,40.760597
-74.003235,40.74905
-73.982285,40.757038
-73.9599,40.780499
-73.984741,40.739529
-74.016998,40.705612
-73.990433,40.750866
-74.008759,40.711071
-73.993782,40.734455
-73.863205,40.769588
-73.975441,40.749512
-73.963814,40.77121
-73.98172,40.763214
-73.959511,40.763042
-73.873535,40.773891
-73.977608,40.761906
-73.980301,40.737938
-73.978294,40.762463
-74.012505,40.708527
-73.979965,40.754585
-73.983566,40.760635
-73.98217,40.723686
-73.948418,40.774158
-73.990219,40.740543
-73.980324,40.754436
-73.983337,40.744621
-73.961845,40.759682
-74.013504,40.709541
-73.976715,40.750744
-74.001816,40.74073
-73.963509,40.761883
-73.981369,40.730846
-73.947845,40.775066
-73.982323,40.777328
-73.987343,40.750603
-73.976082,40.760803
-73.982857,40.72702
-74.001457,40.737526
-73.990768,40.739948
-74.000526,40.737419
-73.987206,40.737774
-73.996315,40.725483
-73.976753,40.764545
-73.978569,40.75214
-74.006165,40.748528
-73.992165,40.754101
-73.991913,40.739948
-73.994324,40.750568
-73.988243,40.764462
-73.975014,40.752651
-73.969795,40.757107
-73.988144,40.77475
-73.984879,40.748569
-73.990326,40.751266
-73.979309,40.756126
-73.994064,40.751186
-74.001381,40.751549
-73.976242,40.760056
-73.974815,40.790691
-73.970375,40.762085
-73.974709,40.742104
-73.949532,40.776978
-74.017174,40.705181
-73.987701,40.770252
-73.952484,40.768456
-73.987236,40.744694
-73.996864,40.714855
-73.953949,40.781403
-74.006737,40.748798
-74.004211,40.707756
-73.979156,40.749294
-73.979881,40.741489
-73.988678,40.743736
-73.958099,40.773106
-73.993393,40.729443
-73.982025,40.776733
-73.957916,40.776611
-73.961266,40.776703
-73.976021,40.735832
-74.000778,40.71677
-73.978279,40.757004
-73.963005,40.778217
-73.978966,40.764973
-73.953728,40.767159
-73.967293,40.760887
-73.988472,40.723316
-74.006386,40.733341
-73.963333,40.757542
-74.006172,40.734596
-74.012177,40.70676
-73.979874,40.755207
-73.981277,40.759781
-73.974411,40.759182
-73.874588,40.774033
-73.977028,40.756546
-73.974487,40.746731
-73.991943,40.749741
-73.990067,40.751976
-74.011742,40.713623
-73.901917,40.76379
-73.991638,40.755703
-73.986885,40.761082
-73.983482,40.761143
-73.976952,40.750198
-73.998856,40.723076
-73.994331,40.760895
-74.009979,40.713207
-73.976601,40.756073
-73.981041,40.755318
-73.988998,40.74342
-73.996994,40.767246
-74.013397,40.702267
-73.988754,40.774792
-73.985909,40.727009
-73.994476,40.741405
-73.980492,40.688282
-73.981979,40.728111
-73.99263,40.745026
-73.99704,40.748653
-73.993492,40.757908
-73.950279,40.771397
-74.001923,40.74107
-73.955124,40.783058
-73.971184,40.763969
-73.962273,40.795128
-73.984039,40.770439
-73.967461,40.770206
-73.968491,40.761669
-74.006905,40.704037
-73.949539,40.776661
-73.974197,40.758244
-73.947197,40.771561
-73.975914,40.755436
-73.976784,40.758427
-74.008484,40.707672
-73.9729,40.761887
-73.944519,40.787697
-73.983612,40.746563
-74.006966,40.744061
-73.922913,40.771252
-73.981789,40.763828
-73.973801,40.751591
-73.995079,40.688793
-73.988449,40.746895
-73.994766,40.740143
-73.992409,40.694317
-73.986778,40.751228
-73.975426,40.76368
-73.973969,40.784008
-73.985168,40.759686
-73.989059,40.736504
-73.930359,40.761173
-73.989799,40.751663
-73.980415,40.759861
-73.966736,40.757133
-73.983101,40.722561
-73.945534,40.774399
-73.992859,40.736916
-73.948975,40.773376
-73.865997,40.771358
-73.981392,40.767601
-73.989037,40.757759
-73.952705,40.786587
-73.968384,40.767853
-73.953728,40.767281
-73.885315,40.77309
-73.981125,40.741688
-73.9543,40.78133
-73.977699,40.737991
-73.981064,40.784557
-73.993256,40.730911
-73.96154,40.777111
-74.005714,40.740334
-73.95977,40.766968
-73.992683,40.748497
-74.003029,40.749271
-73.985519,40.735348
-73.9664,40.804516
-73.966446,40.764622
-73.992668,40.753586
-73.96981,40.757271
-73.991508,40.760521
-73.978592,40.756664
-73.947891,40.821117
-73.962006,40.75502
-73.972267,40.758381
-73.97538,40.755886
-73.863762,40.769875
-73.974876,40.741955
-73.950684,40.782429
-73.948326,40.774071
-73.968376,40.787403
-73.982346,40.755943
-73.98243,40.731438
-73.996429,40.766975
-74.003357,40.74881
-73.917999,40.743366
-74.01445,40.703888
-73.99646,40.748116
-74.004616,40.742126
-73.945206,40.775261
-73.957283,40.783024
-73.984589,40.74585
-73.945465,40.773697
-73.969444,40.769245
-73.972061,40.757233
-73.978844,40.750462
-73.954453,40.778522
-73.780357,40.64587
-74.01236,40.702572
-73.988838,40.745422
-73.99205,40.738121
-73.987404,40.722813
-73.980873,40.760239
-73.990906,40.734051
-74.015289,40.708351
-73.970657,40.756302
-73.990097,40.729301
-73.967834,40.765678
-73.979408,40.771553
-73.999794,40.734642
-73.982857,40.779057
-73.960022,40.779583
-73.955589,40.772552
-73.982063,40.759201
-73.968605,40.767326
-73.983238,40.750423
-73.96244,40.770039
-73.950867,40.783115
-74.000832,40.756672
-73.985344,40.743141
-73.981987,40.771805
-73.954544,40.769878
-73.981949,40.745613
-73.991379,40.745026
-73.944878,40.779148
-73.989761,40.735546
-73.95874,40.774776
-73.969185,40.78545
-74.016075,40.710995
-73.97084,40.759178
-73.977646,40.789356
-73.970009,40.766006
-73.967125,40.75351
-73.988808,40.778263
-73.979759,40.776295
-73.954559,40.773991
-73.979233,40.757462
-73.972778,40.748348
-73.98642,40.763737
-74.011894,40.707142
-74.013908,40.710293
-73.982101,40.740341
-73.97921,40.744141
-73.991341,40.755238
-73.953529,40.766201
-73.870888,40.773766
-73.988586,40.759289
-73.966164,40.774437
-73.995766,40.7593
-73.965492,40.805965
-73.955597,40.785217
-73.994286,40.750992
-73.964333,40.764664
-73.982964,40.735489
-73.986374,40.734337
-73.99733,40.724396
-73.955589,40.768326
-73.988037,40.737904
-73.994034,40.75127
-73.989967,40.732906
-73.981964,40.766155
-73.984306,40.720566
-73.980515,40.742218
-73.923271,40.7439
-73.973549,40.792324
-73.984024,40.761833
-73.980835,40.778286
-73.962601,40.775776
-73.982452,40.768303
-73.997894,40.735847
-73.946838,40.784992
-74.007034,40.734318
-73.974808,40.741901
-73.983902,40.763649
-73.989845,40.73373
-73.978142,40.76009
-73.96666,40.767288
-73.98127,40.733154
-74.003838,40.743176
-73.954254,40.766315
-74.010612,40.719166
-73.984352,40.737282
-73.966225,40.758003
-73.990952,40.731491
-73.873627,40.773987
-73.97702,40.764675
-73.981705,40.760788
-73.986061,40.758698
-73.972542,40.793732
-73.958282,40.789818
-74.00042,40.728912
-74.005981,40.709366
-73.984848,40.742416
-73.991783,40.738281
-73.972916,40.758736
-73.873978,40.773754
-73.971146,40.755325
-73.963669,40.754559
-73.947815,40.78455
-73.971237,40.761051
-73.959236,40.777161
-73.992622,40.730392
-73.973564,40.751911
-73.968102,40.759541
-74.00795,40.7141
-74.004784,40.741821
-73.968987,40.766792
-73.989922,40.734692
-73.97953,40.752701
-73.958221,40.781647
-73.975395,40.75996
-73.99353,40.727283
-74.005608,40.725559
-73.97892,40.763523
-73.97316,40.749859
-73.991615,40.749611
-73.967384,40.788177
-73.970757,40.764217
-73.994858,40.739971
-73.977058,40.73896
-73.977844,40.753941
-73.963051,40.772362
-73.969673,40.799732
-73.981758,40.756855
-73.973289,40.763653
-73.980011,40.751671
-73.969437,40.763409
-73.989655,40.752316
-73.976028,40.748802
-73.963768,40.774399
-73.948158,40.782757
-73.952972,40.772774
-73.978409,40.752216
-73.986153,40.752289
-73.988724,40.764023
-73.995247,40.739742
-73.873116,40.774166
-74.007965,40.723522
-73.981842,40.757763
-73.981224,40.769127
-73.958389,40.778664
-73.991661,40.747292
-73.950676,40.779461
-73.993973,40.751236
-73.872986,40.773998
-73.994156,40.751133
-73.954826,40.763866
-73.979271,40.757683
-73.962021,40.763641
-73.988678,40.773891
-73.961159,40.758652
-74.004616,40.723534
-73.973251,40.758717
-73.999641,40.743641
-73.952309,40.7658
-73.961418,40.760532
-73.984924,40.764339
-73.979507,40.746536
-74.006653,40.716682
-73.875336,40.773811
-74.007217,40.705975
-74.008469,40.734928
-74.002403,40.714767
-73.975121,40.764954
-74.008568,40.733803
-73.863434,40.769829
-73.97438,40.746719
-73.980339,40.758781
-73.95919,40.777321
-73.966187,40.7621
-74.002426,40.74691
-73.790535,40.643837
-73.979729,40.776215
-73.964859,40.760235
-73.986031,40.740768
-73.977509,40.774361
-73.976028,40.780594
-73.981621,40.720921
-73.952637,40.768253
-73.994194,40.751156
-73.99456,40.740376
-73.991882,40.725739
-73.976921,40.763699
-73.966431,40.759941
-74.005501,40.741058
-73.975128,40.755913
-73.998306,40.735332
-74.004768,40.741734
-73.972588,40.793671
-73.871284,40.773937
-73.992905,40.752861
-73.967262,40.772049
-74.007233,40.727978
-73.987389,40.735901
-73.982117,40.738419
-73.949303,40.80262
-73.96524,40.775089
-73.998138,40.740654
-73.969299,40.785358
-73.958847,40.783855
-73.9851,40.75935
-73.975937,40.75547
-73.975204,40.79253
-73.956276,40.775566
-73.994957,40.740204
-73.865044,40.770195
-73.986542,40.740044
-73.983704,40.761574
-73.968567,40.754948
-73.952942,40.772121
-73.987717,40.740913
-73.971977,40.762856
-73.99147,40.735573
-73.954407,40.779068
-73.992821,40.740231
-74.006386,40.733788
-73.875084,40.773933
-73.977577,40.786911
-73.977371,40.753471
-73.993469,40.733215
-73.97892,40.760765
-73.980247,40.765316
-73.956444,40.786839
-73.992615,40.755779
-73.953224,40.786072
-73.97821,40.729252
-73.991104,40.75502
-73.975517,40.792221
-73.983696,40.75518
-73.987778,40.760071
-73.986725,40.761467
-73.991402,40.743896
-73.981018,40.773998
-73.967987,40.765362
-73.994698,40.725842
-73.996262,40.725197
-73.865379,40.771358
-73.984695,40.768219
-73.968819,40.764076
-73.976044,40.759922
-73.957542,40.776817
-73.995483,40.724979
-73.985817,40.760212
-73.96949,40.761551
-74.008133,40.738087
-73.999092,40.73077
-73.862801,40.768936
-73.974396,40.755501
-73.871002,40.773731
-73.947159,40.775871
-74.006371,40.733929
-73.956619,40.781181
-73.980141,40.764778
-73.972771,40.764698
-73.97599,40.788979
-73.979942,40.744083
-73.978195,40.766659
-73.977386,40.745712
-73.978371,40.759571
-73.961548,40.774521
-73.956184,40.771175
-73.959129,40.780396
-73.988129,40.755447
-73.979134,40.764946
-74.007225,40.728901
-73.977005,40.755821
-74.012817,40.706181
-73.987404,40.762173
-73.991531,40.753876
-73.977386,40.749645
-73.994202,40.722721
-73.98764,40.719757
-73.982254,40.736141
-74.016617,40.709503
-73.862823,40.768806
-73.982048,40.765034
-73.959824,40.770561
-73.992477,40.693996
-73.975502,40.751961
-73.9823,40.775013
-73.982986,40.763008
-73.973282,40.763802
-73.983147,40.755989
-73.954521,40.773136
-74.004601,40.707352
-74.007271,40.72784
-73.985229,40.738914
-73.970444,40.752209
-73.864243,40.769943
-73.973526,40.763523
-73.974159,40.763813
-73.979156,40.750366
-73.863785,40.769562
-73.984314,40.779827
-73.988831,40.757381
-73.981827,40.778595
-73.875473,40.823826
-73.980614,40.774933
-73.967094,40.760811
-74.022278,40.754971
-73.946869,40.784237
-73.952049,40.776291
-74.015739,40.710571
-73.95771,40.766678
-73.872879,40.774174
-73.97834,40.763126
-73.973763,40.784386
-73.952431,40.768635
-73.875519,40.773708
-74.007141,40.748753
-73.985542,40.741749
-73.980637,40.764812
-73.980797,40.779877
-73.994522,40.740501
-74.00013,40.761536
-74.001472,40.720016
-73.986572,40.758423
-73.958328,40.775719
-73.959503,40.77697
-73.980934,40.774776
-73.950134,40.782215
-73.963959,40.774281
-73.995461,40.733295
-73.862946,40.768787
-73.955032,40.786007
-73.993973,40.741081
-73.957619,40.781567
-73.964096,40.756859
-73.977509,40.776611
-73.992203,40.742764
-73.987679,40.760029
-73.977974,40.752659
-73.953964,40.778904
-73.874626,40.774094
-73.995453,40.739471
-73.998764,40.734844
-73.990173,40.751186
-73.969482,40.763008
-73.966866,40.757095
-73.977913,40.757458
-73.985695,40.727158
-74.001556,40.756653
-73.976158,40.749069
-73.958832,40.767929
-73.875076,40.774418
-73.969551,40.753483
-73.956688,40.781017
-73.971031,40.764343
-73.983154,40.767834
-73.981468,40.775188
-73.986504,40.762112
-73.97953,40.766895
-74.008095,40.738735
-73.983963,40.746201
-73.98513,40.743752
-73.875114,40.773937
-73.981575,40.741009
-73.776718,40.645435
-73.997719,40.736202
-73.975761,40.714901
-73.96624,40.763088
-73.988892,40.730927
-73.978302,40.752258
-74.003235,40.727737
-73.998497,40.74522
-73.968575,40.770336
-73.95977,40.776695
-73.988014,40.761433
-73.959526,40.777012
-73.972916,40.758991
-73.98912,40.752815
-73.863419,40.769966
-74.004044,40.741264
-73.975037,40.755314
-73.966194,40.753933
-73.978851,40.736858
-73.985237,40.739765
-73.99511,40.754997
-73.979416,40.786392
-73.983414,40.755917
-73.968849,40.791111
-73.971527,40.762859
-73.987389,40.72002
-73.867882,40.772533
-73.982201,40.766624
-73.998901,40.735676
-73.976349,40.748344
-73.96936,40.753632
-73.886124,40.772892
-73.969177,40.757786
-74.000595,40.742409
-73.989807,40.729813
-74.00502,40.705647
-73.985184,40.758305
-73.980743,40.765633
-74.000778,40.761929
-73.97924,40.729965
-73.943588,40.789181
-74.007309,40.738647
-74.009918,40.710869
-73.980904,40.782333
-73.969391,40.752918
-73.965706,40.793236
-74.003372,40.727036
-73.976364,40.766212
-73.982155,40.748943
-73.99099,40.746025
-73.945915,40.7733
-73.994164,40.770435
-74.01387,40.705147
-73.994141,40.751396
-74.007988,40.723515
-73.982323,40.776596
-73.990631,40.745853
-73.970329,40.789192
-73.990356,40.746239
-73.972397,40.759678
-73.963715,40.7743
-73.979034,40.750717
-73.964928,40.759129
-73.988907,40.74625
-73.951019,40.774426
-73.782928,40.644348
-73.960426,40.757336
-73.986198,40.764034
-73.806892,40.658775
-73.997452,40.753067
-73.988182,40.77462
-73.975853,40.751282
-73.971092,40.764107
-73.990395,40.772125
-73.954079,40.765217
-73.977798,40.752338
-73.974861,40.753807
-73.97139,40.757107
-73.951874,40.781746
-74.01223,40.709194
-73.987915,40.741188
-73.968658,40.764397
-73.958862,40.76347
-73.862694,40.768871
-73.990715,40.766232
-73.789696,40.643566
-73.995331,40.739361
-73.971397,40.761318
-73.977432,40.749352
-73.977417,40.752102
-73.976166,40.79121
-73.947021,40.780685
-73.986061,40.750572
-73.977158,40.790081
-73.98114,40.774124
-73.99395,40.751163
-73.978386,40.75629
-73.9916,40.749813
-74.009109,40.716721
-73.992874,40.727993
-73.986511,40.737171
-73.968971,40.754547
-73.977608,40.745419
-73.977081,40.763935
-73.987259,40.738678
-73.976028,40.748859
-73.946465,40.776733
-73.95919,40.771767
-73.991936,40.749069
-73.974388,40.783443
-73.979988,40.760399
-74.004181,40.748409
-73.950317,40.775433
-73.973633,40.74358
-73.960449,40.757893
-73.874916,40.774014
-73.968849,40.801022
-73.98243,40.73859
-73.955139,40.783096
-73.963959,40.772575
-73.973541,40.751785
-73.961906,40.768951
-73.968307,40.759037
-73.983337,40.718773
-74.005524,40.718216
-73.987053,40.73344
-73.976295,40.780716
-74.011337,40.70327
-73.978539,40.751007
-73.996368,40.725208
-73.978981,40.762527
-74.000778,40.761826
-73.995033,40.760342
-73.979027,40.749336
-73.958885,40.768059
-73.982079,40.748806
-73.987091,40.768661
-73.981117,40.774078
-73.980301,40.764996
-73.977623,40.763481
-73.981293,40.77832
-73.979538,40.735523
-73.963493,40.774544
-73.985909,40.757744
-73.986145,40.732918
-73.862808,40.768814
-73.994041,40.745934
-73.962502,40.778751
-73.995216,40.760101
-73.985977,40.740658
-73.982269,40.74868
-73.981949,40.768017
-73.991158,40.74786
-73.970871,40.757961
-73.949478,40.776535
-73.970642,40.759468
-73.974556,40.76012
-73.995239,40.73682
-73.967087,40.762905
-73.964661,40.772861
-73.982193,40.768757
-73.985649,40.738411
-73.956169,40.784672
-73.985191,40.769146
-73.971085,40.749226
-73.97789,40.746094
-73.990913,40.755939
-73.962105,40.773346
-73.984657,40.764599
-73.996834,40.762695
-73.983315,40.760822
-73.976181,40.776325
-73.988907,40.777542
-73.862686,40.768757
-74.006729,40.716446
-73.969505,40.765945
-73.994728,40.752682
-73.983299,40.756413
-73.978851,40.766571
-73.960617,40.765919
-73.987503,40.775669
-73.952026,40.777584
-73.987465,40.736214
-73.999069,40.734364
-74.005867,40.750542
-73.963196,40.803848
-73.96981,40.753246
-73.995674,40.724712
-73.998772,40.739914
-73.991936,40.727333
-73.971031,40.751705
-73.981018,40.753448
-74.010239,40.719578
-73.985085,40.744881
-73.985222,40.74712
-73.991432,40.7551
-73.981895,40.766022
-73.981224,40.758854
-73.992538,40.743515
-73.982231,40.768486
-73.973961,40.751518
-73.958252,40.772972
-73.950706,40.779442
-74.008194,40.70488
-73.993729,40.747623
-73.982185,40.75127
-73.99617,40.738453
-73.98838,40.749176
-73.981781,40.732464
-73.983582,40.768082
-73.968536,40.764793
-73.789139,40.647087
-73.953667,40.782074
-73.988457,40.748856
-73.954765,40.78368
-73.963608,40.771294
-73.873093,40.774155
-73.978531,40.753326
-73.993408,40.733208
-74.005753,40.70623
-73.988556,40.737125
-74.008476,40.721134
-73.974495,40.783447
-73.98967,40.735703
-73.988998,40.748257
-73.979469,40.784885
-73.950195,40.775593
-73.996475,40.68605
-73.982452,40.745499
-74.007484,40.715466
-73.971542,40.760391
-73.968323,40.765205
-73.98867,40.753689
-73.973183,40.75111
-73.956406,40.76741
-73.979919,40.754757
-73.990738,40.74176
-73.961159,40.771942
-73.97525,40.790211
-73.987419,40.756107
-73.973022,40.749245
-73.996094,40.737129
-73.974152,40.762592
-73.874031,40.773727
-73.97995,40.738956
-73.991859,40.749973
-74.016022,40.710789
-73.959694,40.779667
-73.958626,40.768597
-73.993378,40.758762
-73.991646,40.749058
-73.97187,40.759953
-73.977966,40.751293
-73.983673,40.749088
-73.991013,40.760582
-73.999397,40.75412
-74.007256,40.705276
-73.974915,40.74181
-73.958565,40.77816
-74.006493,40.743183
-73.973228,40.744251
-73.981964,40.776466
-73.977913,40.778881
-74.004677,40.742043
-73.974693,40.757729
-73.970284,40.75996
-73.962952,40.763233
-73.979462,40.752495
-73.989296,40.75248
-73.97657,40.739609
-73.98243,40.751438
-73.972595,40.758446
-73.994339,40.751423
-73.949348,40.7812
-73.951759,40.76947
-73.96917,40.750454
-74.005531,40.751003
-74.012383,40.702766
-73.986198,40.7673
-73.998222,40.750511
-73.989365,40.752945
-73.990318,40.744446
-74.008614,40.719788
-73.988037,40.723881
-73.863304,40.76897
-73.982521,40.727528
-73.987373,40.75127
-73.987366,40.745605
-73.97789,40.746029
-73.989563,40.771561
-73.970039,40.756161
-73.977386,40.774166
-73.962463,40.775982
-73.992607,40.751511
-73.976234,40.764057
-73.992409,40.724697
-73.95858,40.781731
-73.946671,40.776615
-73.872993,40.774078
-73.98674,40.760777
-73.995331,40.739594
-73.982109,40.762741
-73.992973,40.731728
-73.969223,40.757839
-73.980019,40.739201
-73.982536,40.755604
-73.981293,40.750343
-73.989899,40.740883
-73.978905,40.752758
-73.972031,40.753998
-73.989784,40.75708
-73.988876,40.726974
-73.960945,40.760593
-73.975494,40.764927
-73.962128,40.763828
-73.962128,40.805428
-73.986664,40.725796
-73.988091,40.779137
-73.981781,40.732609
-73.957909,40.784927
